idVariavelAleatoria;AttMatriz;Iteradores;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20
2;residuo_espaco_amostral;12/01/2021;604.6722204;2706.68762;1052.372964;698.2323871;519.6485116;2240.680657;1560.469487;1064.072673;784.88058;731.6734891;1047.229834;341.777017;979.8551402;782.6240856;1318.473216;575.9437147;203.0002595;3663.507641;531.6216278;95.75114469
2;residuo_espaco_amostral;01/01/2022;3155.647779;4499.294555;1702.951369;1632.453737;3427.55615;2150.692065;2383.478102;730.2209885;3140.45636;1066.550807;-638.3717069;1558.735227;1840.935543;1331.128442;820.5611195;2458.923922;1876.595709;-756.6430111;3107.971168;2480.46074
2;residuo_espaco_amostral;02/01/2022;1299.975348;728.8360745;813.7786886;1322.283801;1337.426294;1322.758043;1809.382122;2036.056286;-626.5799374;188.0795168;1422.803848;2402.784175;430.9258706;2075.512003;1292.530428;2512.82166;1147.366884;1343.833674;-941.2609894;155.0297342
2;residuo_espaco_amostral;03/01/2022;-203.7170597;1280.676291;2169.097765;1453.966156;1228.788289;3107.722608;1693.66307;1586.071997;4995.719113;591.2967472;4457.00223;1073.254984;1889.744425;2774.192111;1288.96795;1084.891789;1362.778463;3361.952411;1614.396635;3967.398775
2;residuo_espaco_amostral;04/01/2022;1073.350696;132.0680783;962.1563539;742.1703334;815.4848941;976.572129;23.50613876;599.2136548;179.300273;1109.058726;619.9251043;376.9943074;1342.229146;2288.955319;760.6844973;1151.521239;1278.82139;729.5336143;2279.220331;901.5867757
2;residuo_espaco_amostral;05/01/2022;644.0844269;214.2023922;367.1031268;789.10461;209.4309798;583.9670882;407.0006584;416.1354553;664.0842981;462.2592521;375.5501956;70.99931026;188.4293125;810.2836504;789.7829612;710.0481723;670.7928132;1012.845107;251.8301579;603.813281
2;residuo_espaco_amostral;06/01/2022;193.8660075;36.57397457;160.6322819;159.2614983;675.1275124;227.0788983;323.9916256;-11.13802309;140.5059348;266.5662903;190.6458215;382.5844756;470.3601125;163.6533891;33.00025374;43.48099297;156.1137894;124.1696289;284.5359916;198.1646471
2;residuo_espaco_amostral;07/01/2022;111.1662375;96.038404;170.1563135;99.96637318;241.4300273;116.2849698;200.0747725;168.2138781;213.8505004;12.29798341;182.6482291;-29.76483966;171.2463943;55.28159777;201.1123488;103.917269;49.65228351;192.4098225;143.4715172;214.2309612
2;residuo_espaco_amostral;08/01/2022;-115.8814959;72.95155287;166.3309693;-35.71091657;90.27360851;-7.282289711;-4.455969783;-38.55303863;36.79985351;94.61962352;9.030331606;-36.29824731;-49.83965334;163.1762347;-51.90428288;57.86308927;228.8491429;-34.47972404;112.5309535;-249.5368223
2;residuo_espaco_amostral;09/01/2022;-86.06099172;-102.1044807;95.54702769;-65.67903232;-85.73931024;-133.844581;-195.6728625;-136.7134908;-146.0504287;-317.6761687;59.83109174;-273.5522563;26.68707549;-234.3147497;-44.20458641;-155.2946;-252.4146597;-132.1621134;-95.16835075;1.946745167
2;residuo_espaco_amostral;10/01/2022;-90.75774515;365.1262099;-117.070988;614.4212477;-172.3472275;-92.73217835;162.8630078;554.5119719;253.8217687;533.274168;88.18537607;-89.96698635;-185.8201674;127.3543195;532.3706757;-136.1510561;561.6378744;29.60802474;9.86705219;-121.8791983
